Timestamp,Ambiente,Cliente,Versión,Muestra,Sección,Descripción,Usuario,Usuarios concurrentes,Motivo,Mensaje de error,Captura,Comentarios
2026-08-14T12:30:45-03:00,Testing,CFI,V1.12.4,10,Mis operaciones,Segundo ingreso al menú Mis operaciones,1,2,Timeout esperando el elemento div.trades-filters-backdrop,"AssertionError: Timed out retrying after 360000ms: Expected to find element: `div.trades-filters-backdrop`, but never found it.",2u_d9868ae1.png,
2026-08-14T12:30:45-03:00,Testing,CFI,V1.12.4,10,Mis operaciones,Segundo ingreso: Filtro de 1 mes de operaciones,2,2,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-18T12:03:39-03:00,Testing,CFI,V1.12.4,30,Resultado,Primer ingreso al portfolio CFI base de costo a inicio de periodo,1,2,"Timeout esperando el elemento h6[class=""card-subtitle text-muted text-center""]","AssertionError: Timed out retrying after 360000ms: Expected to find element: `h6[class=""card-subtitle text-muted text-center""]`, but never found it.",2u_50ee92a1.png,
2026-08-18T12:03:39-03:00,Testing,CFI,V1.12.4,30,Resultado,Primer ingreso al portfolio CFI base de costo a inicio de periodo,2,2,"Timeout esperando el elemento h6[class=""card-subtitle text-muted text-center""]","AssertionError: Timed out retrying after 360000ms: Expected to find element: `h6[class=""card-subtitle text-muted text-center""]`, but never found it.",,
2026-08-18T12:39:12-03:00,Testing,CFI,V1.12.4,2,Home,Primer ingreso al portfolio FPC desde el Home,3,5,"Timeout esperando el elemento rect[class=""highcharts-background""]","AssertionError: Timed out retrying after 360000ms: Expected to find element: `rect[class=""highcharts-background""]`, but never found it.",5u_12edfaab.png,
2026-08-18T13:19:09-03:00,Testing,CFI,V1.12.4,4,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",4,5,Timeout esperando que desaparezca el modal de error de la aplicación,"CypressError: Timed out retrying after 360050ms: `cy.click()` failed because this element:

`<a class=""nav-link active"" role=""tab"" data-toggle=""tab"" aria-control=""container-id39"" href=""#container-id39"">Bonos</a>`

is being covered by another element:

`<div class=""modal unexpected-error show"" tabindex=""-1"" role=""dialog"" id=""id1"" aria-modal=""true"" style=""display: block;"">...</div>`

Fix this problem, or use {force: true} to disable error checking.

https://on.cypress.io/element-cannot-be-interacted-with",,
2026-08-18T13:19:09-03:00,Testing,CFI,V1.12.4,4,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",1,5,Timeout esperando que desaparezca el modal de error de la aplicación,"CypressError: Timed out retrying after 360050ms: `cy.click()` failed because this element:

`<a class=""nav-link active"" role=""tab"" data-toggle=""tab"" aria-control=""container-id39"" href=""#container-id39"">Bonos</a>`

is being covered by another element:

`<div class=""modal unexpected-error show"" tabindex=""-1"" role=""dialog"" id=""id1"" aria-modal=""true"" style=""display: block;"">...</div>`

Fix this problem, or use {force: true} to disable error checking.

https://on.cypress.io/element-cannot-be-interacted-with",,
2026-08-18T13:19:09-03:00,Testing,CFI,V1.12.4,4,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",5,5,Timeout esperando que desaparezca el modal de error de la aplicación,"CypressError: Timed out retrying after 360050ms: `cy.click()` failed because this element:

`<a class=""nav-link active"" role=""tab"" data-toggle=""tab"" aria-control=""container-id39"" href=""#container-id39"">Bonos</a>`

is being covered by another element:

`<div class=""modal unexpected-error show"" tabindex=""-1"" role=""dialog"" id=""id1"" aria-modal=""true"" style=""display: block;"">...</div>`

Fix this problem, or use {force: true} to disable error checking.

https://on.cypress.io/element-cannot-be-interacted-with",,
2026-08-18T13:19:09-03:00,Testing,CFI,V1.12.4,4,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",3,5,Timeout esperando que desaparezca el modal de error de la aplicación,"CypressError: Timed out retrying after 360050ms: `cy.click()` failed because this element:

`<a class=""nav-link active"" role=""tab"" data-toggle=""tab"" aria-control=""container-id39"" href=""#container-id39"">Bonos</a>`

is being covered by another element:

`<div class=""modal unexpected-error show"" tabindex=""-1"" role=""dialog"" id=""id1"" aria-modal=""true"" style=""display: block;"">...</div>`

Fix this problem, or use {force: true} to disable error checking.

https://on.cypress.io/element-cannot-be-interacted-with",,
2026-08-18T13:42:50-03:00,Testing,CFI,V1.12.4,5,Agenda,"Segundo ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",4,5,Timeout esperando que desaparezca el modal de error de la aplicación,"CypressError: Timed out retrying after 360050ms: `cy.click()` failed because this element:

`<a class=""nav-link active"" role=""tab"" data-toggle=""tab"" aria-control=""container-id39"" href=""#container-id39"">Bonos</a>`

is being covered by another element:

`<div class=""modal unexpected-error show"" tabindex=""-1"" role=""dialog"" id=""id5"" aria-modal=""true"" style=""display: block;"">...</div>`

Fix this problem, or use {force: true} to disable error checking.

https://on.cypress.io/element-cannot-be-interacted-with",,
2026-08-18T13:42:50-03:00,Testing,CFI,V1.12.4,5,Agenda,"Segundo ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",1,5,Timeout esperando que desaparezca el modal de error de la aplicación,"CypressError: Timed out retrying after 360050ms: `cy.click()` failed because this element:

`<a class=""nav-link active"" role=""tab"" data-toggle=""tab"" aria-control=""container-id39"" href=""#container-id39"">Bonos</a>`

is being covered by another element:

`<div class=""modal unexpected-error show"" tabindex=""-1"" role=""dialog"" id=""id5"" aria-modal=""true"" style=""display: block;"">...</div>`

Fix this problem, or use {force: true} to disable error checking.

https://on.cypress.io/element-cannot-be-interacted-with",,
2026-08-18T13:42:50-03:00,Testing,CFI,V1.12.4,5,Agenda,"Segundo ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",5,5,Timeout esperando que desaparezca el modal de error de la aplicación,"CypressError: Timed out retrying after 360050ms: `cy.click()` failed because this element:

`<input value=""18/08/2026"" name=""57"" id=""date-field-id56"" class=""text-center form-control"" type=""text"" maxlength=""10"" placeholder=""Seleccionar fecha"" data-provide=""datepicker"">`

is being covered by another element:

`<div class=""modal unexpected-error show"" tabindex=""-1"" role=""dialog"" id=""id5"" aria-modal=""true"" style=""display: block;"">...</div>`

Fix this problem, or use {force: true} to disable error checking.

https://on.cypress.io/element-cannot-be-interacted-with",,
2026-08-18T13:42:50-03:00,Testing,CFI,V1.12.4,5,Agenda,"Segundo ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",2,5,Timeout esperando que desaparezca el modal de error de la aplicación,"CypressError: Timed out retrying after 360050ms: `cy.click()` failed because this element:

`<input value=""18/08/2026"" name=""57"" id=""date-field-id56"" class=""text-center form-control"" type=""text"" maxlength=""10"" placeholder=""Seleccionar fecha"" data-provide=""datepicker"">`

is being covered by another element:

`<div class=""modal unexpected-error show"" tabindex=""-1"" role=""dialog"" id=""id5"" aria-modal=""true"" style=""display: block;"">...</div>`

Fix this problem, or use {force: true} to disable error checking.

https://on.cypress.io/element-cannot-be-interacted-with",,
2026-08-18T14:37:16-03:00,Testing,CFI,V1.12.4,7,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",4,5,Timeout esperando que desaparezca el modal de error de la aplicación,"CypressError: Timed out retrying after 360050ms: `cy.click()` failed because this element:

`<a class=""nav-link active"" role=""tab"" data-toggle=""tab"" aria-control=""container-id39"" href=""#container-id39"">Bonos</a>`

is being covered by another element:

`<div class=""modal unexpected-error show"" tabindex=""-1"" role=""dialog"" id=""id5"" aria-modal=""true"" style=""display: block;"">...</div>`

Fix this problem, or use {force: true} to disable error checking.

https://on.cypress.io/element-cannot-be-interacted-with",,
2026-08-18T14:37:16-03:00,Testing,CFI,V1.12.4,7,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",2,5,Timeout esperando que desaparezca el modal de error de la aplicación,"CypressError: Timed out retrying after 360050ms: `cy.click()` failed because this element:

`<a class=""nav-link active"" role=""tab"" data-toggle=""tab"" aria-control=""container-id39"" href=""#container-id39"">Bonos</a>`

is being covered by another element:

`<div class=""modal unexpected-error show"" tabindex=""-1"" role=""dialog"" id=""id1"" aria-modal=""true"" style=""display: block;"">...</div>`

Fix this problem, or use {force: true} to disable error checking.

https://on.cypress.io/element-cannot-be-interacted-with",,
2026-08-18T14:37:16-03:00,Testing,CFI,V1.12.4,7,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",1,5,Timeout esperando que desaparezca el modal de error de la aplicación,"CypressError: Timed out retrying after 360050ms: `cy.click()` failed because this element:

`<a class=""nav-link active"" role=""tab"" data-toggle=""tab"" aria-control=""container-id39"" href=""#container-id39"">Bonos</a>`

is being covered by another element:

`<div class=""modal unexpected-error show"" tabindex=""-1"" role=""dialog"" id=""id5"" aria-modal=""true"" style=""display: block;"">...</div>`

Fix this problem, or use {force: true} to disable error checking.

https://on.cypress.io/element-cannot-be-interacted-with",,
2026-08-18T14:37:16-03:00,Testing,CFI,V1.12.4,7,Agenda,"Primer ingreso: Tipo de instrumento Bonos, estado: Pendiente, fecha: 1 mes hacia atras",5,5,Timeout esperando que desaparezca el modal de error de la aplicación,"CypressError: Timed out retrying after 360050ms: `cy.click()` failed because this element:

`<a class=""nav-link active"" role=""tab"" data-toggle=""tab"" aria-control=""container-id39"" href=""#container-id39"">Bonos</a>`

is being covered by another element:

`<div class=""modal unexpected-error show"" tabindex=""-1"" role=""dialog"" id=""id5"" aria-modal=""true"" style=""display: block;"">...</div>`

Fix this problem, or use {force: true} to disable error checking.

https://on.cypress.io/element-cannot-be-interacted-with",,
2026-08-18T14:37:16-03:00,Testing,CFI,V1.12.4,7,Agenda,Ingreso a MPC,3,5,cy.visit() no cargó la página,"CypressError: `cy.visit()` failed trying to load:

https://portfolio.cfi.testing.mercap.com.ar/mercap-portfolio-admin

The response we received from your web server was:

  > 504: Gateway Timeout

This was considered a failure because the status code was not `2xx`.

If you do not want status codes to cause failures pass the option: `failOnStatusCode: false`",5u_ad34bd3f.png,
2026-08-18T15:08:13-03:00,Testing,CFI,V1.12.4,9,Mis operaciones,Segundo ingreso: Filtro de 3 meses de operaciones,3,5,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-18T15:08:13-03:00,Testing,CFI,V1.12.4,9,Mis operaciones,Segundo ingreso: Filtro de 3 meses de operaciones,2,5,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-18T15:08:13-03:00,Testing,CFI,V1.12.4,9,Mis operaciones,Segundo ingreso: Filtro de 3 meses de operaciones,4,5,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-18T15:08:13-03:00,Testing,CFI,V1.12.4,9,Mis operaciones,Primer ingreso: Filtro de 3 meses de operaciones,1,5,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-18T15:27:47-03:00,Testing,CFI,V1.12.4,10,Mis operaciones,Segundo ingreso: Filtro de 3 meses de operaciones,4,5,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-18T15:27:47-03:00,Testing,CFI,V1.12.4,10,Mis operaciones,Primer ingreso: Filtro de 3 meses de operaciones,5,5,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-18T15:27:47-03:00,Testing,CFI,V1.12.4,10,Mis operaciones,Primer ingreso: Filtro de 3 meses de operaciones,2,5,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-18T15:27:47-03:00,Testing,CFI,V1.12.4,10,Mis operaciones,Segundo ingreso al menú Mis operaciones,1,5,cy.visit() no cargó la página,"CypressError: `cy.visit()` failed trying to load:

https://portfolio.cfi.testing.mercap.com.ar/mercap-portfolio/trading

The response we received from your web server was:

  > 524: Unknown Status Code

This was considered a failure because the status code was not `2xx`.

If you do not want status codes to cause failures pass the option: `failOnStatusCode: false`",5u_ad34bd3f.png,
2026-08-18T15:55:18-03:00,Testing,CFI,V1.12.4,11,Login,Ingreso al admin de MPC y setup de portfolios,4,5,AssertionError: Timed out retrying after 360000ms: Expected to find content: 'Seleccioná …,AssertionError: Timed out retrying after 360000ms: Expected to find content: 'Seleccioná una o varias cuentas para verificar la información consolidada.' but never did.,5u_06680f6a.png,
2026-08-18T15:55:18-03:00,Testing,CFI,V1.12.4,11,Login,Ingreso al admin de MPC y setup de portfolios,5,5,AssertionError: Timed out retrying after 360000ms: Expected to find content: 'Parametriza…,AssertionError: Timed out retrying after 360000ms: Expected to find content: 'Parametrizaciones' within the selector: 'a' but never did.,5u_f03f5b25.png,
2026-08-18T15:55:18-03:00,Testing,CFI,V1.12.4,11,Login,Ingreso al admin de MPC y setup de portfolios,2,5,AssertionError: Timed out retrying after 360000ms: Expected to find content: 'Portfolios …,AssertionError: Timed out retrying after 360000ms: Expected to find content: 'Portfolios simples' within the selector: 'h4' but never did.,5u_17a2d5b3.png,
2026-08-18T15:55:18-03:00,Testing,CFI,V1.12.4,11,Login,Ingreso al admin de MPC y setup de portfolios,1,5,Timeout esperando el elemento li.application-footer-link,"AssertionError: Timed out retrying after 360000ms: Expected to find element: `li.application-footer-link`, but never found it.",5u_49417429.png,
